"Abbr","Beer_Name","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces","Brewery_Name","City","State","state_name","lat","lng"
"NC","Farmer Ted's Farmhouse Cream Ale",480,0.056,0,332,"Cream Ale",12,"Catawba Brewing Company","Morganton","north carolina","North Carolina",35.7408,-81.7002
"NC","Porter (a/k/a Black Gold Porter)",2509,0.06,23,70,"American Porter",16,"Appalachian Mountain Brewery","Boone","north carolina","North Carolina",36.2111,-81.6669
"NC","King Winterbolt Winter Ale",1719,0.07,0,332,"Winter Warmer",12,"Catawba Brewing Company","Morganton","north carolina","North Carolina",35.7408,-81.7002
"NC","White Zombie Ale",638,0.047,0,332,"Witbier",12,"Catawba Brewing Company","Morganton","north carolina","North Carolina",35.7408,-81.7002
"NC","Hog Wild India Pale Ale",705,0.067,0,361,"American IPA",12,"Aviator Brewing Company","Fuquay-Varina","north carolina","North Carolina",35.5953,-78.7778
"NC","King Coconut",2106,0.054,0,97,"American Porter",12,"Catawba Valley Brewing Company","Morganton","north carolina","North Carolina",35.7408,-81.7002
"NC","Cack-A-Lacky",1658,0.05,0,348,"American Pale Ale (APA)",12,"Fullsteam Brewery","Durham","north carolina","North Carolina",35.9792,-78.9022
"NC","Honey Badger Blonde",2510,0.047,19,70,"American Blonde Ale",16,"Appalachian Mountain Brewery","Boone","north carolina","North Carolina",36.2111,-81.6669
"NC","Action Man Lager",1250,0.055,0,446,"Vienna Lager",12,"Howard Brewing Company","Lenoir","north carolina","North Carolina",35.9094,-81.5249
"NC","Second Wind Pale Ale",419,0.05,0,541,"American Pale Ale (APA)",12,"Mother Earth Brewing Company","Kinston","north carolina","North Carolina",35.2747,-77.5939
"NC","GreyBeard™ IPA",1760,0.069,51,325,"American IPA",12,"Pisgah Brewing Company","Black Mountain","north carolina","North Carolina",35.6144,-82.3274
"NC","Hop Drop 'N Roll IPA",1621,0.072,80,360,"American IPA",16,"NoDa Brewing Company","Charlotte","north carolina","North Carolina",35.2083,-80.8303
"NC","Rocket Girl",550,0.032,27,529,"Kölsch",12,"Asheville Brewing Company","Asheville","north carolina","North Carolina",35.5707,-82.5537
"NC","Carolina Lighthouse (2007)",784,0.04,0,505,"American Blonde Ale",12,"Carolina Beer & Beverage","Mooresville","north carolina","North Carolina",35.5847,-80.8266
"NC","Devils Tramping Ground Tripel",704,0.092,5,361,"Tripel",12,"Aviator Brewing Company","Fuquay-Varina","north carolina","North Carolina",35.5953,-78.7778
"NC","Sky Blue Golden Ale",427,0.051,0,180,"Kölsch",12,"Carolina Brewery","Pittsboro","north carolina","North Carolina",35.7255,-79.1713
"NC","Sweet Josie",2326,0.061,30,150,"American Brown Ale",12,"Lonerider Brewing Company","Raleigh","north carolina","North Carolina",35.8324,-78.6429
"NC","Sunny Haze",408,0.05,0,541,"Hefeweizen",12,"Mother Earth Brewing Company","Kinston","north carolina","North Carolina",35.2747,-77.5939
"NC","Jalapeno Pale Ale",2508,0.055,45,71,"American Pale Ale (APA)",16,"Birdsong Brewing Company","Charlotte","north carolina","North Carolina",35.2083,-80.8303
"NC","Old Chub",1175,0.08,35,390,"Scottish Ale",12,"Oskar Blues Brewery (North Carol...","Brevard","north carolina","North Carolina",35.2438,-82.7265
"NC","Deviant Dale's IPA",1328,0.08,85,390,"American Double / Imperial IPA",16,"Oskar Blues Brewery (North Carol...","Brevard","north carolina","North Carolina",35.2438,-82.7265
"NC","Jam Session",1622,0.051,31,360,"American Pale Ale (APA)",16,"NoDa Brewing Company","Charlotte","north carolina","North Carolina",35.2083,-80.8303
"NC","Long Leaf",2511,0.071,75,70,"American IPA",16,"Appalachian Mountain Brewery","Boone","north carolina","North Carolina",36.2111,-81.6669
"NC","Mad Beach",1228,0.048,23,361,"American Pale Wheat Ale",12,"Aviator Brewing Company","Fuquay-Varina","north carolina","North Carolina",35.5953,-78.7778
"NC","OktoberBeast",1579,0.072,22,361,"Märzen / Oktoberfest",12,"Aviator Brewing Company","Fuquay-Varina","north carolina","North Carolina",35.5953,-78.7778
"NC","Ten Fidy",1532,0.099,98,390,"Russian Imperial Stout",12,"Oskar Blues Brewery (North Carol...","Brevard","north carolina","North Carolina",35.2438,-82.7265
"NC","Carolina Blonde Light (2005)",782,0.035,0,505,"American Blonde Ale",12,"Carolina Beer & Beverage","Mooresville","north carolina","North Carolina",35.5847,-80.8266
"NC","Gateway Kolsch Style Ale",1300,0.053,32,434,"Kölsch",12,"French Broad Brewery","Asheville","north carolina","North Carolina",35.5707,-82.5537
"NC","THP Dark (2006)",867,NA,NA,498,"English Dark Mild Ale",12,"Cans Bar and Canteen","Charlotte","north carolina","North Carolina",35.2083,-80.8303
"NC","Pistols at Dawn",2330,0.075,0,150,"American Stout",16,"Lonerider Brewing Company","Raleigh","north carolina","North Carolina",35.8324,-78.6429
"NC","Deadeye Jack",2332,0.06,0,150,"American Porter",12,"Lonerider Brewing Company","Raleigh","north carolina","North Carolina",35.8324,-78.6429
"NC","Shotgun Betty",2327,0.058,11,150,"Hefeweizen",12,"Lonerider Brewing Company","Raleigh","north carolina","North Carolina",35.8324,-78.6429
"NC","Shiva IPA",428,0.06,69,529,"American IPA",12,"Asheville Brewing Company","Asheville","north carolina","North Carolina",35.5707,-82.5537
"NC","Santa's Secret",2255,0.059,22,180,"Winter Warmer",16,"Carolina Brewery","Pittsboro","north carolina","North Carolina",35.7255,-79.1713
"NC","Carolina Blonde (2006)",783,0.05,0,505,"American Blonde Ale",12,"Carolina Beer & Beverage","Mooresville","north carolina","North Carolina",35.5847,-80.8266
"NC","Flagship IPA",530,0.057,0,180,"English India Pale Ale (IPA)",12,"Carolina Brewery","Pittsboro","north carolina","North Carolina",35.7255,-79.1713
"NC","Peacemaker Pale Ale",2329,0.057,47,150,"American Pale Ale (APA)",12,"Lonerider Brewing Company","Raleigh","north carolina","North Carolina",35.8324,-78.6429
"NC","Pumpkin Beast",1620,0.062,17,361,"Pumpkin Ale",12,"Aviator Brewing Company","Fuquay-Varina","north carolina","North Carolina",35.5953,-78.7778
"ND","Stone's Throw IPA",1435,0.045,19,336,"Scottish Ale",12,"Fargo Brewing Company","Fargo","north dakota","North Dakota",46.8651,-96.8292
"ND","Wood Chipper India Pale Ale",1434,0.067,70,336,"American IPA",12,"Fargo Brewing Company","Fargo","north dakota","North Dakota",46.8651,-96.8292
"ND","Iron Horse Pale Ale",1722,0.05,32,336,"American Pale Ale (APA)",12,"Fargo Brewing Company","Fargo","north dakota","North Dakota",46.8651,-96.8292
"NE","Golden Frau Honey Wheat",122,0.075,0,283,"Braggot",12,"Thunderhead Brewing Company","Kearney","nebraska","Nebraska",40.7011,-99.0833
"NE","1327 Pod's ESB",612,0.056,37,381,"Extra Special / Strong Bitter (ESB)",12,"Blue Blood Brewing Company","Lincoln","nebraska","Nebraska",40.8099,-96.6784
"NE","1327 Pod's ESB",888,0.056,37,381,"Extra Special / Strong Bitter (ESB)",12,"Blue Blood Brewing Company","Lincoln","nebraska","Nebraska",40.8099,-96.6784
"NE","Brunette Nut Brown Ale",1146,0.048,15,338,"English Brown Ale",12,"Nebraska Brewing Company","Papillion","nebraska","Nebraska",41.1511,-96.0665
"NE","543 Skull Creek Fresh Hopped Pale Ale",937,0.045,0,381,"American Pale Ale (APA)",12,"Blue Blood Brewing Company","Lincoln","nebraska","Nebraska",40.8099,-96.6784
"NE","467 Ethan's Stout",1012,0.05,0,381,"American Stout",12,"Blue Blood Brewing Company","Lincoln","nebraska","Nebraska",40.8099,-96.6784
"NE","Cropduster Mid-American IPA",1222,0.065,0,283,"American IPA",12,"Thunderhead Brewing Company","Kearney","nebraska","Nebraska",40.7011,-99.0833
"NE","6-4-3 Double Play Pilsner",1303,0.052,0,381,"German Pilsener",12,"Blue Blood Brewing Company","Lincoln","nebraska","Nebraska",40.8099,-96.6784
"NE","Cardinal Pale Ale",1145,0.057,29,338,"American Pale Ale (APA)",12,"Nebraska Brewing Company","Papillion","nebraska","Nebraska",41.1511,-96.0665
"NE","Monkadelic",2236,0.042,0,190,"American Pale Ale (APA)",12,"Modern Monks Brewery","Lincoln","nebraska","Nebraska",40.8099,-96.6784
"NE","1327 Pod's ESB",886,0.056,37,381,"Extra Special / Strong Bitter (ESB)",12,"Blue Blood Brewing Company","Lincoln","nebraska","Nebraska",40.8099,-96.6784
"NE","834 Happy As Ale",611,0.046,35,381,"American Pale Ale (APA)",12,"Blue Blood Brewing Company","Lincoln","nebraska","Nebraska",40.8099,-96.6784
"NE","Last Call Imperial Amber Ale",1320,0.08,0,381,"American Amber / Red Ale",12,"Blue Blood Brewing Company","Lincoln","nebraska","Nebraska",40.8099,-96.6784
"NE","Brewerhood Brown Ale",1321,0.055,0,381,"American Brown Ale",12,"Blue Blood Brewing Company","Lincoln","nebraska","Nebraska",40.8099,-96.6784
"NE","1335 Wicked Snout",942,0.064,0,381,"Saison / Farmhouse Ale",12,"Blue Blood Brewing Company","Lincoln","nebraska","Nebraska",40.8099,-96.6784
"NE","1800 Big Log Wheat (2012)",1564,0.05,0,381,"American Pale Wheat Ale",12,"Blue Blood Brewing Company","Lincoln","nebraska","Nebraska",40.8099,-96.6784
"NE","Pernicious Double IPA",1319,0.096,0,381,"American Double / Imperial IPA",12,"Blue Blood Brewing Company","Lincoln","nebraska","Nebraska",40.8099,-96.6784
"NE","EOS Hefeweizen",1147,0.048,10,338,"Hefeweizen",12,"Nebraska Brewing Company","Papillion","nebraska","Nebraska",41.1511,-96.0665
"NE","Wick For Brains",1705,0.061,11,338,"Pumpkin Ale",12,"Nebraska Brewing Company","Papillion","nebraska","Nebraska",41.1511,-96.0665
"NE","Leatherhead Red",1889,0.052,0,283,"American Amber / Red Ale",12,"Thunderhead Brewing Company","Kearney","nebraska","Nebraska",40.7011,-99.0833
"NE","Nebraska India Pale Ale",1148,0.065,65,338,"American IPA",12,"Nebraska Brewing Company","Papillion","nebraska","Nebraska",41.1511,-96.0665
"NH","Hop Session",2572,0.05,0,48,"American IPA",12,"White Birch Brewing","Hooksett","new hampshire",NA,NA,NA
"NH","Blueberry Berliner Weisse",2571,0.055,0,48,"Berliner Weissbier",12,"White Birch Brewing","Hooksett","new hampshire",NA,NA,NA
"NH","Boneshaker Brown Ale",337,0.055,0,548,"English Brown Ale",24,"Moat Mountain Smoke House & Brew...","North Conway","new hampshire","New Hampshire",44.0415,-71.1224
"NH","Iron Mike Pale Ale",336,0.056,0,548,"American Pale Ale (APA)",24,"Moat Mountain Smoke House & Brew...","North Conway","new hampshire","New Hampshire",44.0415,-71.1224
"NH","Raspberry Berliner Weisse",2573,0.055,0,48,"Berliner Weissbier",12,"White Birch Brewing","Hooksett","new hampshire",NA,NA,NA
"NH","4000 Footer IPA",2417,0.065,82,110,"American IPA",12,"Woodstock Inn, Station & Brewery","North Woodstock","new hampshire","New Hampshire",44.0364,-71.6968
"NH","Summer Brew",2306,0.028,15,110,"American Pilsner",12,"Woodstock Inn, Station & Brewery","North Woodstock","new hampshire","New Hampshire",44.0364,-71.6968
"NH","Berliner Weisse",2570,0.055,0,48,"Berliner Weissbier",12,"White Birch Brewing","Hooksett","new hampshire",NA,NA,NA
"NJ","1916 Shore Shiver",2110,0.069,65,218,"American IPA",12,"Forgotten Boardwalk","Cherry Hill","new jersey",NA,NA,NA
"NJ","Monkey Chased the Weasel",1941,0.039,9,223,"Berliner Weissbier",16,"Carton Brewing Company","Atlantic Highlands","new jersey","New Jersey",40.4112,-74.0295
"NJ","077XX",1940,0.078,80,223,"American Double / Imperial IPA",16,"Carton Brewing Company","Atlantic Highlands","new jersey","New Jersey",40.4112,-74.0295
"NJ","Lucky Buck",1890,0.04,34,282,"Irish Dry Stout",16,"Bolero Snort Brewery","Ridgefield Park","new jersey","New Jersey",40.8543,-74.0201
"NJ","What the Butler Saw",2111,0.05,18,218,"Witbier",12,"Forgotten Boardwalk","Cherry Hill","new jersey",NA,NA,NA
"NJ","Boat Beer",1439,0.042,35,223,"American IPA",12,"Carton Brewing Company","Atlantic Highlands","new jersey","New Jersey",40.4112,-74.0295
"NJ","Epitome",2094,0.099,100,223,"American Black Ale",16,"Carton Brewing Company","Atlantic Highlands","new jersey","New Jersey",40.4112,-74.0295
"NJ","Longhop IPA",1891,0.042,30,282,"American IPA",16,"Bolero Snort Brewery","Ridgefield Park","new jersey","New Jersey",40.8543,-74.0201
"NM","Farmer's Tan Red Ale",1936,0.06,30,266,"American Amber / Red Ale",12,"Tractor Brewing Company","Albuquerque","new mexico","New Mexico",35.1054,-106.6465
"NM","Santa Fe Irish Red Ale",599,0.045,0,393,"Irish Red Ale",12,"Santa Fe Brewing Company","Santa Fe","new mexico","New Mexico",35.6619,-105.9819
"NM","Black IPA",967,0.071,95,393,"American Black Ale",12,"Santa Fe Brewing Company","Santa Fe","new mexico","New Mexico",35.6619,-105.9819
"NM","Marble Pilsner",1262,0.047,0,444,"German Pilsener",12,"Marble Brewery","Albuquerque","new mexico","New Mexico",35.1054,-106.6465
"NM","Marble India Pale Ale",845,0.062,0,444,"American IPA",12,"Marble Brewery","Albuquerque","new mexico","New Mexico",35.1054,-106.6465
"NM","Freestyle Pilsner",304,0.055,0,393,"German Pilsener",12,"Santa Fe Brewing Company","Santa Fe","new mexico","New Mexico",35.6619,-105.9819
"NM","Happy Camper IPA",217,0.066,0,393,"American IPA",12,"Santa Fe Brewing Company","Santa Fe","new mexico","New Mexico",35.6619,-105.9819
"NM","Milk Mustachio Stout",1937,0.065,0,266,"Milk / Sweet Stout",12,"Tractor Brewing Company","Albuquerque","new mexico","New Mexico",35.1054,-106.6465
"NM","Saison 88",1519,0.055,30,393,"Saison / Farmhouse Ale",12,"Santa Fe Brewing Company","Santa Fe","new mexico","New Mexico",35.6619,-105.9819
"NM","A Slice of Hefen",1741,0.054,15,333,"Hefeweizen",16,"La Cumbre Brewing Company","Albuquerque","new mexico","New Mexico",35.1054,-106.6465
"NM","Elevated IPA",664,0.072,100,333,"American IPA",16,"La Cumbre Brewing Company","Albuquerque","new mexico","New Mexico",35.1054,-106.6465
"NM","Almanac IPA",1938,0.062,72,266,"American IPA",12,"Tractor Brewing Company","Albuquerque","new mexico","New Mexico",35.1054,-106.6465
"NM","Imperial Java Stout",305,0.08,0,393,"Russian Imperial Stout",12,"Santa Fe Brewing Company","Santa Fe","new mexico","New Mexico",35.6619,-105.9819
"NV","Black Adder IBA (Current)",383,0.073,85,531,"American Black Ale",16,"Buckbean Brewing Company","Reno","nevada","Nevada",39.5497,-119.8483
"NV","Very Noddy Lager (Current)",29,0.099,0,531,"Schwarzbier",16,"Buckbean Brewing Company","Reno","nevada","Nevada",39.5497,-119.8483
"NV","Black Noddy Lager (Current)",26,0.052,40,531,"Schwarzbier",16,"Buckbean Brewing Company","Reno","nevada","Nevada",39.5497,-119.8483
"NV","Tour de Nez Belgian IPA (Current)",538,0.08,0,531,"Belgian IPA",16,"Buckbean Brewing Company","Reno","nevada","Nevada",39.5497,-119.8483
"NV","Weize Guy",2060,0.05,15,234,"Hefeweizen",12,"Joseph James Brewing Company","Henderson","nevada","Nevada",36.0133,-115.0381
"NV","Original Orange Blossom Ale (Current)",27,0.058,35,531,"Herbed / Spiced Beer",16,"Buckbean Brewing Company","Reno","nevada","Nevada",39.5497,-119.8483
"NV","Hop Box Imperial IPA",468,0.093,90,234,"American Double / Imperial IPA",12,"Joseph James Brewing Company","Henderson","nevada","Nevada",36.0133,-115.0381
"NV","Joseph James American Lager",467,0.052,15,234,"American Adjunct Lager",12,"Joseph James Brewing Company","Henderson","nevada","Nevada",36.0133,-115.0381
"NV","Fox Tail Gluten Free Ale",469,0.05,50,234,"American Pale Ale (APA)",12,"Joseph James Brewing Company","Henderson","nevada","Nevada",36.0133,-115.0381
"NV","Tule Duck Red Ale (Current)",28,0.062,42,531,"American Amber / Red Ale",16,"Buckbean Brewing Company","Reno","nevada","Nevada",39.5497,-119.8483
"NY","Sweet Action",1387,0.052,34,47,"Cream Ale",16,"Sixpoint Craft Ales","Brooklyn","new york","New York",40.6501,-73.9496
"NY","Bikini Beer",1286,0.027,0,174,"American IPA",12,"Evil Twin Brewing","Brooklyn","new york","New York",40.6501,-73.9496
"NY","Blue Point Summer Ale",667,0.044,16,490,"American Blonde Ale",12,"Blue Point Brewing Company","Patchogue","new york","New York",40.7621,-73.0185
"NY","Montauk Light",2024,0.035,0,250,"Light Lager",12,"Southampton Publick House","Southampton","new york",NA,NA,NA
"NY","4Beans",2574,0.1,52,47,"Baltic Porter",12,"Sixpoint Craft Ales","Brooklyn","new york","New York",40.6501,-73.9496
"NY","Rad",2266,0.032,7,47,"Fruit / Vegetable Beer",16,"Sixpoint Craft Ales","Brooklyn","new york","New York",40.6501,-73.9496
"NY","Heinnieweisse Weissebier",52,0.049,0,557,"Hefeweizen",12,"Butternuts Beer and Ale","Garrattsville","new york","New York",42.6524,-75.1691
"NY","Hipster Ale (Westbrook Brewing)",640,0.055,0,174,"American Pale Ale (APA)",12,"Evil Twin Brewing","Brooklyn","new york","New York",40.6501,-73.9496
"NY","The Crisp",1388,0.054,42,47,"German Pilsener",16,"Sixpoint Craft Ales","Brooklyn","new york","New York",40.6501,-73.9496
"NY","Nomader Weiss",2283,0.04,0,174,"Berliner Weissbier",12,"Evil Twin Brewing","Brooklyn","new york","New York",40.6501,-73.9496
"NY","Molotov Lite",2248,0.085,0,174,"American Double / Imperial IPA",16,"Evil Twin Brewing","Brooklyn","new york","New York",40.6501,-73.9496
"NY","Dundee Summer Wheat Beer",457,0.045,18,539,"American Pale Wheat Ale",12,"Dundee Brewing Company","Rochester","new york","New York",43.168,-77.6162
"NY","Upstate I.P.W.",381,0.065,70,547,"American IPA",12,"Upstate Brewing Company","Elmira","new york","New York",42.0938,-76.8097
"NY","Cream Ale",2050,0.042,35,239,"Cream Ale",12,"Newburgh Brewing Company","Newburgh","new york",NA,NA,NA
"NY","KelSo India Pale Ale",1572,0.06,64,343,"American IPA",12,"KelSo Beer Company","Brooklyn","new york","New York",40.6501,-73.9496
"NY","Global Warmer",1608,0.07,70,47,"American Strong Ale",12,"Sixpoint Craft Ales","Brooklyn","new york","New York",40.6501,-73.9496
"NY","Brownstone",778,0.059,47,47,"American Brown Ale",16,"Sixpoint Craft Ales","Brooklyn","new york","New York",40.6501,-73.9496
"NY","Toasted Lager",665,0.055,28,490,"Vienna Lager",12,"Blue Point Brewing Company","Patchogue","new york","New York",40.7621,-73.0185
"NY","Autumnation (2013)",1591,0.067,74,47,"American IPA",16,"Sixpoint Craft Ales","Brooklyn","new york","New York",40.6501,-73.9496
"NY","Hi-Res",1696,0.099,111,47,"American Double / Imperial IPA",12,"Sixpoint Craft Ales","Brooklyn","new york","New York",40.6501,-73.9496
"NY","Common Sense Kentucky Common Ale",382,0.053,22,547,"American Brown Ale",16,"Upstate Brewing Company","Elmira","new york","New York",42.0938,-76.8097
"NY","Hipster Ale (Two Roads Brewing)",1287,0.055,0,174,"American Pale Ale (APA)",12,"Evil Twin Brewing","Brooklyn","new york","New York",40.6501,-73.9496
"NY","Bengali Tiger",1385,0.064,62,47,"American IPA",16,"Sixpoint Craft Ales","Brooklyn","new york","New York",40.6501,-73.9496
"NY","Bengali Tiger (2011)",422,0.064,62,47,"American IPA",16,"Sixpoint Craft Ales","Brooklyn","new york","New York",40.6501,-73.9496
"NY","3Beans",1020,0.099,85,47,"Baltic Porter",12,"Sixpoint Craft Ales","Brooklyn","new york","New York",40.6501,-73.9496
"NY","Montauk Summer Ale",1907,0.056,28,277,"American Blonde Ale",12,"Montauk Brewing Company","Montauk","new york","New York",41.0466,-71.9465
"NY","Our Legacy IPA",1135,0.065,60,300,"American IPA",16,"Matt Brewing Company","Utica","new york","New York",43.0962,-75.2261
