"Abbr","Beer_Name","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces","Brewery_Name","City","State","state_name","lat","lng"
"HI","Longboard Island Lager",1220,0.046,18,440,"American Amber / Red Lager",16,"Kona Brewing Company","Kona","hawaii",NA,NA,NA
"HI","Longboard Island Lager",1070,0.046,18,440,"American Amber / Red Lager",12,"Kona Brewing Company","Kona","hawaii",NA,NA,NA
"HI","Longboard Island Lager",590,0.046,18,440,"American Amber / Red Lager",12,"Kona Brewing Company","Kona","hawaii",NA,NA,NA
"HI","Longboard Island Lager",1274,0.046,18,440,"American Amber / Red Lager",24,"Kona Brewing Company","Kona","hawaii",NA,NA,NA
"HI","Big Swell IPA",31,0.062,65,376,"American IPA",12,"Maui Brewing Company","Lahaina","hawaii","Hawaii",20.8848,-156.6618
"HI","Volcano Red Ale",2177,0.052,23,204,"American Amber / Red Ale",12,"Mehana Brewing Co.","Hilo","hawaii","Hawaii",19.6883,-155.0863
"HI","Mauna Kea Pale Ale",2176,0.054,42,204,"American Pale Ale (APA)",12,"Mehana Brewing Co.","Hilo","hawaii","Hawaii",19.6883,-155.0863
"HI","Kaua'i Golden Ale",2183,0.049,0,205,"American Blonde Ale",12,"Hawai'i Nui Brewing Co.","Hilo","hawaii","Hawaii",19.6883,-155.0863
"HI","Sunset Amber",2182,0.054,0,205,"American Pale Ale (APA)",12,"Hawai'i Nui Brewing Co.","Hilo","hawaii","Hawaii",19.6883,-155.0863
"IA","Boji Beach Golden Rye Ale",600,0.05,23,472,"Rye Beer",16,"Okoboji Brewing Company","Spirit Lake","iowa","Iowa",43.4176,-95.1109
"IA","Lewbricator Wheat Dopplebock ",2162,0.075,24,209,"Doppelbock",12,"Kalona Brewing Company","Kalona","iowa","Iowa",41.4874,-91.7018
"IA","The Hole in Hadrian's Wall",1059,0.095,19,472,"Scottish Ale",16,"Okoboji Brewing Company","Spirit Lake","iowa","Iowa",43.4176,-95.1109
"IA","Side Kick Kölsch",1087,0.05,0,469,"Kölsch",12,"Peace Tree Brewing Company","Knoxville","iowa","Iowa",41.3188,-93.1024
"IA","Roller Dam Red Ale (2010)",189,0.054,30,366,"Irish Red Ale",16,"Great River Brewery","Davenport","iowa","Iowa",41.5565,-90.6053
"IA","483 Pale Ale",863,0.053,48,366,"American Pale Ale (APA)",16,"Great River Brewery","Davenport","iowa","Iowa",41.5565,-90.6053
"IA","Aaah Bock Lager",1028,0.06,0,366,"Vienna Lager",16,"Great River Brewery","Davenport","iowa","Iowa",41.5565,-90.6053
"IA","Sucha Much IPA",2163,0.071,0,209,"American IPA",12,"Kalona Brewing Company","Kalona","iowa","Iowa",41.4874,-91.7018
"IA","Hop A Potamus Double Dark Rye Pale Ale",672,0.09,99,366,"Rye Beer",16,"Great River Brewery","Davenport","iowa","Iowa",41.5565,-90.6053
"IA","Big Cock IPA",540,0.07,70,366,"American IPA",16,"Great River Brewery","Davenport","iowa","Iowa",41.5565,-90.6053
"IA","Oktoberfest",539,0.059,25,366,"Märzen / Oktoberfest",16,"Great River Brewery","Davenport","iowa","Iowa",41.5565,-90.6053
"IA","Winter Games Select #32 Stout",601,0.057,26,472,"American Stout",16,"Okoboji Brewing Company","Spirit Lake","iowa","Iowa",43.4176,-95.1109
"IA","33 Select Brown Ale",1058,0.065,26,472,"American Brown Ale",16,"Okoboji Brewing Company","Spirit Lake","iowa","Iowa",43.4176,-95.1109
"IA","Capital Gold Golden Lager",969,0.048,22,483,"German Pilsener",16,"Confluence Brewing Company","Des Moines","iowa","Iowa",41.5725,-93.6105
"IA","Farmer John's Multi-Grain Ale",968,0.056,21,483,"American Blonde Ale",16,"Confluence Brewing Company","Des Moines","iowa","Iowa",41.5725,-93.6105
"IA","40th Annual Bix Street Fest Copper Ale (Current)",517,0.048,25,366,"American Amber / Red Ale",16,"Great River Brewery","Davenport","iowa","Iowa",41.5565,-90.6053
"IA","Roller Dam Red Ale",864,0.054,30,366,"Irish Red Ale",16,"Great River Brewery","Davenport","iowa","Iowa",41.5565,-90.6053
"IA","Boji Blue Pale Ale",602,0.05,45,472,"American Pale Ale (APA)",16,"Okoboji Brewing Company","Spirit Lake","iowa","Iowa",43.4176,-95.1109
"IA","Owney Irish Style Red Ale",1064,0.05,30,366,"Irish Red Ale",16,"Great River Brewery","Davenport","iowa","Iowa",41.5565,-90.6053
"IA","Redband Stout",371,0.06,36,366,"American Stout",16,"Great River Brewery","Davenport","iowa","Iowa",41.5565,-90.6053
"IA","Dos Pistolas",1244,0.048,20,366,"Vienna Lager",12,"Great River Brewery","Davenport","iowa","Iowa",41.5565,-90.6053
"IA","Chickawawa Lemonale",1604,0.05,5,366,"Fruit / Vegetable Beer",12,"Great River Brewery","Davenport","iowa","Iowa",41.5565,-90.6053
"IA","Farmer Brown Ale",655,0.07,22,366,"American Brown Ale",16,"Great River Brewery","Davenport","iowa","Iowa",41.5565,-90.6053
"IA","Dirty Blonde Chocolate Ale",1275,0.048,0,366,"American Blonde Ale",12,"Great River Brewery","Davenport","iowa","Iowa",41.5565,-90.6053
"IA","Midwest Charm Farmhouse Ale",603,0.06,29,472,"Saison / Farmhouse Ale",16,"Okoboji Brewing Company","Spirit Lake","iowa","Iowa",43.4176,-95.1109
"IA","483 Pale Ale (2010)",190,0.053,48,366,"American Pale Ale (APA)",16,"Great River Brewery","Davenport","iowa","Iowa",41.5565,-90.6053
"IA","Widespread Wit",865,0.055,10,366,"Witbier",16,"Great River Brewery","Davenport","iowa","Iowa",41.5565,-90.6053
"IA","Great River Golden Ale",1446,0.048,0,366,"American Blonde Ale",12,"Great River Brewery","Davenport","iowa","Iowa",41.5565,-90.6053
"IA","Barrel Aged Farmer",1574,0.07,22,366,"American Brown Ale",16,"Great River Brewery","Davenport","iowa","Iowa",41.5565,-90.6053
"IA","Des Moines IPA",970,0.068,75,483,"American IPA",16,"Confluence Brewing Company","Des Moines","iowa","Iowa",41.5725,-93.6105
"ID","Laughing Dog IPA",1396,0.064,66,219,"American IPA",12,"Laughing Dog Brewing Company","Ponderay","idaho","Idaho",48.3092,-116.539
"ID","Sockeye Belgian Style Summer Ale",1298,0.05,0,310,"Witbier",16,"Sockeye Brewing Company","Boise","idaho","Idaho",43.6005,-116.2308
"ID","Dagger Falls IPA",1595,0.063,100,310,"American IPA",12,"Sockeye Brewing Company","Boise","idaho","Idaho",43.6005,-116.2308
"ID","Old Devil's Tooth",1160,0.099,100,310,"American Barleywine",12,"Sockeye Brewing Company","Boise","idaho","Idaho",43.6005,-116.2308
"ID","Dagger Falls IPA",879,0.063,100,310,"American IPA",12,"Sockeye Brewing Company","Boise","idaho","Idaho",43.6005,-116.2308
"ID","Two-One Niner",1397,0.048,9,219,"American Pilsner",12,"Laughing Dog Brewing Company","Ponderay","idaho","Idaho",48.3092,-116.539
"ID","Hopnoxious Imperial IPA",1447,0.079,0,310,"American Double / Imperial IPA",12,"Sockeye Brewing Company","Boise","idaho","Idaho",43.6005,-116.2308
"ID","Winterfest",995,0.084,90,310,"American Strong Ale",16,"Sockeye Brewing Company","Boise","idaho","Idaho",43.6005,-116.2308
"ID","Mutton Buster",775,0.055,25,308,"American Brown Ale",12,"Payette Brewing Company","Garden City","idaho","Idaho",43.6526,-116.2743
"ID","Boise Co-Op Two Score Ale",1424,0.055,0,310,"Saison / Farmhouse Ale",16,"Sockeye Brewing Company","Boise","idaho","Idaho",43.6005,-116.2308
"ID","Woolybugger Wheat",1150,0.046,12,310,"American Pale Wheat Ale",12,"Sockeye Brewing Company","Boise","idaho","Idaho",43.6005,-116.2308
"ID","Sockeye Maibock",1181,0.064,0,310,"Maibock / Helles Bock",12,"Sockeye Brewing Company","Boise","idaho","Idaho",43.6005,-116.2308
"ID","Barrel Aged Seven Devils Imperial Stout",1425,0.099,0,310,"American Double / Imperial Stout",12,"Sockeye Brewing Company","Boise","idaho","Idaho",43.6005,-116.2308
"ID","Rusty Nail Pale Ale",1104,0.056,0,170,"American Pale Ale (APA)",12,"Crooked Fence Brewing Company","Garden City","idaho","Idaho",43.6526,-116.2743
"ID","3 Picket Porter",1105,0.055,0,170,"American Porter",12,"Crooked Fence Brewing Company","Garden City","idaho","Idaho",43.6526,-116.2743
"ID","Power House Porter",1076,0.057,0,310,"American Porter",12,"Sockeye Brewing Company","Boise","idaho","Idaho",43.6005,-116.2308
"ID","Rodeo Rye Pale Ale",1805,0.042,35,308,"American Pale Ale (APA)",12,"Payette Brewing Company","Garden City","idaho","Idaho",43.6526,-116.2743
"ID","Laughing Dog Cream Ale",2108,0.05,12,219,"Cream Ale",12,"Laughing Dog Brewing Company","Ponderay","idaho","Idaho",48.3092,-116.539
"ID","Dagger Falls IPA",1596,0.063,100,310,"American IPA",12,"Sockeye Brewing Company","Boise","idaho","Idaho",43.6005,-116.2308
"ID","North Fork Lager",1043,0.044,0,308,"American Pale Lager",12,"Payette Brewing Company","Garden City","idaho","Idaho",43.6526,-116.2743
"ID","Payette Pale Ale",890,0.048,35,308,"American Pale Ale (APA)",12,"Payette Brewing Company","Garden City","idaho","Idaho",43.6526,-116.2743
"ID","Aviator Raspberry Blonde",2293,0.049,25,170,"American Blonde Ale",12,"Crooked Fence Brewing Company","Garden City","idaho","Idaho",43.6526,-116.2743
"ID","Socktoberfest",1482,0.06,0,310,"Märzen / Oktoberfest",16,"Sockeye Brewing Company","Boise","idaho","Idaho",43.6005,-116.2308
"ID","Initial Point India Pale Ale",1609,0.071,92,314,"American IPA",12,"Slanted Rock Brewing Company","Meridian","idaho","Idaho",43.6116,-116.3977
"ID","Double Dagger Imperial IPA",1655,0.092,0,310,"American Double / Imperial IPA",12,"Sockeye Brewing Company","Boise","idaho","Idaho",43.6005,-116.2308
"ID","Iron Butt Red Ale",1792,0.058,39,314,"American Amber / Red Ale",12,"Slanted Rock Brewing Company","Meridian","idaho","Idaho",43.6116,-116.3977
"ID","Thanksgiving Ale",1798,0.05,0,310,"Kölsch",12,"Sockeye Brewing Company","Boise","idaho","Idaho",43.6005,-116.2308
"ID","Outlaw IPA",1048,0.062,65,308,"American IPA",12,"Payette Brewing Company","Garden City","idaho","Idaho",43.6526,-116.2743
"ID","Galena Golden",1152,0.043,0,310,"American Blonde Ale",12,"Sockeye Brewing Company","Boise","idaho","Idaho",43.6005,-116.2308
"ID","Hell-Diver Pale Ale",1151,0.052,32,310,"American Pale Ale (APA)",12,"Sockeye Brewing Company","Boise","idaho","Idaho",43.6005,-116.2308
"IL","Greenwood Beach",1982,0.04,0,211,"Fruit / Vegetable Beer",12,"Temperance Beer Company","Evanston","illinois","Illinois",42.0464,-87.6943
"IL","Fistmas Ale",418,0.061,31,45,"Herbed / Spiced Beer",12,"Revolution Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Guest Lager",1448,0.08,0,328,"American Double / Imperial Pilsner",16,"Half Acre Beer Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Moped Traveler",2554,0.055,0,55,"American Pale Ale (APA)",16,"Flesk Brewing Company","Lombard","illinois","Illinois",41.8741,-88.0157
"IL","Fist City",2576,0.055,40,45,"American Pale Ale (APA)",12,"Revolution Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Pony Pilsner",1134,0.057,0,328,"German Pilsener",16,"Half Acre Beer Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Testudo",1041,0.045,0,75,"Bière de Garde",12,"Two Brothers Brewing Company","Warrenville","illinois","Illinois",41.8209,-88.1857
"IL","Rosa Hibiscus Ale",609,0.058,15,45,"Herbed / Spiced Beer",12,"Revolution Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Outlaw IPA (2015)",642,0.065,0,75,"American IPA",12,"Two Brothers Brewing Company","Warrenville","illinois","Illinois",41.8209,-88.1857
"IL","Dog Days Lager",1284,0.051,17,75,"Dortmunder / Export Lager",12,"Two Brothers Brewing Company","Warrenville","illinois","Illinois",41.8209,-88.1857
"IL","Vinyl Frontier",2535,0.083,0,66,"American Double / Imperial IPA",24,"Mikerphone Brewing","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","One-Hit Wonderful",2532,0.075,0,66,"Belgian IPA",24,"Mikerphone Brewing","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Galaxy IPA",2585,0.075,60,41,"American IPA",16,"Big Muddy Brewing","Murphysboro","illinois","Illinois",37.7678,-89.3324
"IL","Gatecrasher",1939,0.066,0,211,"English India Pale Ale (IPA)",12,"Temperance Beer Company","Evanston","illinois","Illinois",42.0464,-87.6943
"IL","A Little Crazy",1133,0.068,0,45,"Belgian Pale Ale",12,"Revolution Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Atom Smasher",1042,0.077,23,75,"Märzen / Oktoberfest",12,"Two Brothers Brewing Company","Warrenville","illinois","Illinois",41.8209,-88.1857
"IL","Smittytown",2155,0.048,0,211,"Extra Special / Strong Bitter (ESB)",12,"Temperance Beer Company","Evanston","illinois","Illinois",42.0464,-87.6943
"IL","Spin Doctor",2528,0.053,0,66,"American Pale Ale (APA)",24,"Mikerphone Brewing","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Wobble",2497,0.063,69,75,"American IPA",16,"Two Brothers Brewing Company","Warrenville","illinois","Illinois",41.8209,-88.1857
"IL","Big Bowl Blonde Ale",1364,0.05,0,362,"American Brown Ale",12,"Wild Onion Brewing Company","Lake Barrington","illinois","Illinois",42.2121,-88.1684
"IL","Disco Superfly",2534,0.08,0,66,"American IPA",24,"Mikerphone Brewing","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Night Cat (2014)",1630,0.058,43,75,"American Dark Wheat Ale",12,"Two Brothers Brewing Company","Warrenville","illinois","Illinois",41.8209,-88.1857
"IL","Blueberry Blonde",2586,0.06,0,41,"Fruit / Vegetable Beer",12,"Big Muddy Brewing","Murphysboro","illinois","Illinois",37.7678,-89.3324
"IL","Heyoka IPA",1753,0.07,0,328,"American IPA",16,"Half Acre Beer Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Oktoberfest Revolution",417,0.057,25,45,"Märzen / Oktoberfest",12,"Revolution Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Love In An Ellavator",2529,0.075,0,66,"American IPA",24,"Mikerphone Brewing","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Painted Turtle",2552,0.045,0,57,"American Pale Ale (APA)",12,"BuckleDown Brewing","Lyons","illinois","Illinois",41.8119,-87.8191
"IL","Gossamer Golden Ale",149,0.042,0,328,"American Blonde Ale",16,"Half Acre Beer Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Jack Stout",366,0.06,23,362,"Oatmeal Stout",12,"Wild Onion Brewing Company","Lake Barrington","illinois","Illinois",42.2121,-88.1684
"IL","Wild Onion Pumpkin Ale (2010)",334,0.045,0,362,"Pumpkin Ale",12,"Wild Onion Brewing Company","Lake Barrington","illinois","Illinois",42.2121,-88.1684
"IL","Threadless IPA",481,0.075,0,257,"American IPA",16,"Finch's Beer Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Hobnob B & B Pale Ale",1040,0.065,0,75,"American Pale Ale (APA)",12,"Two Brothers Brewing Company","Warrenville","illinois","Illinois",41.8209,-88.1857
"IL","Golden Wing Blonde Ale",350,0.047,0,257,"American Blonde Ale",16,"Finch's Beer Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Pumpkin Ale",1618,0.045,0,362,"Pumpkin Ale",12,"Wild Onion Brewing Company","Lake Barrington","illinois","Illinois",42.2121,-88.1684
"IL","Hardcore Chimera",1981,0.09,0,257,"American Double / Imperial IPA",16,"Finch's Beer Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Cane and Ebel",861,0.07,68,75,"American Strong Ale",12,"Two Brothers Brewing Company","Warrenville","illinois","Illinois",41.8209,-88.1857
"IL","En Parfaite Harmonie",2531,0.065,0,66,"Saison / Farmhouse Ale",24,"Mikerphone Brewing","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Hoperation Overload",1888,0.096,85,58,"American Double / Imperial IPA",12,"Destihl Brewery","Bloomington","illinois","Illinois",40.4757,-88.9703
"IL","Nuclear Winter",1663,0.086,0,257,"Belgian Strong Dark Ale",16,"Finch's Beer Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Ball & Chain (2014)",2271,0.058,0,176,"American Pale Ale (APA)",16,"Spiteful Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Meat Wave",849,0.06,0,328,"English India Pale Ale (IPA)",16,"Half Acre Beer Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","In the Weeds",1632,0.055,0,176,"American Pale Wheat Ale",12,"Spiteful Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Abbey's Single (2015- )",2505,0.049,22,58,"Abbey Single Ale",12,"Destihl Brewery","Bloomington","illinois","Illinois",40.4757,-88.9703
"IL","312 Urban Pale Ale",2457,0.054,30,89,"American Pale Ale (APA)",16,"Goose Island Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Daft Funk",2530,0.043,8,66,"Berliner Weissbier",24,"Mikerphone Brewing","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Paddy Pale Ale",162,0.056,41,362,"American Pale Ale (APA)",12,"Wild Onion Brewing Company","Lake Barrington","illinois","Illinois",42.2121,-88.1684
"IL","Wild Onion Summer Wit",398,0.042,13,362,"Witbier",12,"Wild Onion Brewing Company","Lake Barrington","illinois","Illinois",42.2121,-88.1684
"IL","Mickey Finn's Amber Ale",174,0.056,0,553,"American Amber / Red Ale",12,"Mickey Finn's Brewery","Libertyville","illinois","Illinois",42.287,-87.967
"IL","312 Urban Wheat Ale",2201,0.042,18,89,"American Pale Wheat Ale",16,"Goose Island Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Hop Slayer Double IPA (2011)",430,0.082,100,362,"American Double / Imperial IPA",12,"Wild Onion Brewing Company","Lake Barrington","illinois","Illinois",42.2121,-88.1684
"IL","Fat Badger",1633,0.058,0,176,"Irish Red Ale",12,"Spiteful Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Cut Throat Pale Ale (2011)",351,0.055,0,257,"American Pale Ale (APA)",16,"Finch's Beer Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Cut Throat Pale Ale",809,0.055,0,257,"American Pale Ale (APA)",16,"Finch's Beer Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Mazzie",2553,0.054,45,56,"American Pale Ale (APA)",12,"Pollyanna Brewing Company","Lemont","illinois","Illinois",41.6695,-87.9838
"IL","Eugene Porter",416,0.068,28,45,"American Porter",12,"Revolution Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Night Cat",2246,0.058,43,75,"American Dark Wheat Ale",12,"Two Brothers Brewing Company","Warrenville","illinois","Illinois",41.8209,-88.1857
"IL","Vertex IPA",2025,0.063,76,58,"American IPA",12,"Destihl Brewery","Bloomington","illinois","Illinois",40.4757,-88.9703
"IL","Sidekick Extra Pale Ale",1121,0.051,36,75,"American Pale Ale (APA)",12,"Two Brothers Brewing Company","Warrenville","illinois","Illinois",41.8209,-88.1857
"IL","Hop Slayer Double IPA (2011)",740,0.082,100,362,"American Double / Imperial IPA",12,"Wild Onion Brewing Company","Lake Barrington","illinois","Illinois",42.2121,-88.1684
"IL","Strawberry Blonde",2015,0.05,0,58,"Fruit / Vegetable Beer",12,"Destihl Brewery","Bloomington","illinois","Illinois",40.4757,-88.9703
"IL","God Damn Pigeon Porter",2136,0.082,0,176,"American Porter",16,"Spiteful Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Bitter Biker Double IPA",1821,0.096,0,176,"American Double / Imperial IPA",12,"Spiteful Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Abbey's Single Ale (Current)",1887,0.049,22,58,"Abbey Single Ale",12,"Destihl Brewery","Bloomington","illinois","Illinois",40.4757,-88.9703
"IL","Angry Adam",2134,0.06,0,176,"American Amber / Red Ale",16,"Spiteful Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Wet Hot American Wheat Ale",1662,0.05,22,257,"American Pale Wheat Ale",16,"Finch's Beer Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Akari Shogun American Wheat Ale",1066,0.055,0,328,"American Pale Wheat Ale",16,"Half Acre Beer Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Fascist Pig Ale",935,0.08,72,257,"American Amber / Red Ale",16,"Finch's Beer Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Secret Stache Stout",941,0.053,0,257,"American Stout",16,"Finch's Beer Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Daisy Cutter Pale Ale",148,0.052,0,328,"American Pale Ale (APA)",16,"Half Acre Beer Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Hop Slayer Double IPA",1619,0.082,100,362,"American Double / Imperial IPA",12,"Wild Onion Brewing Company","Lake Barrington","illinois","Illinois",42.2121,-88.1684
"IL","Phat Chance",971,0.052,27,362,"American Blonde Ale",12,"Wild Onion Brewing Company","Lake Barrington","illinois","Illinois",42.2121,-88.1684
"IL","Misty Mountain Hop",2533,0.075,0,66,"American IPA",24,"Mikerphone Brewing","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Sobek & Set",1664,0.08,80,257,"American Black Ale",16,"Finch's Beer Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Alley Time",1634,0.06,0,176,"American Pale Ale (APA)",12,"Spiteful Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Bottom Up Belgian Wit",414,0.05,14,45,"Witbier",12,"Revolution Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","312 Urban Wheat Ale",1829,0.042,18,89,"American Pale Wheat Ale",12,"Goose Island Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Freedom Fries",2109,0.055,0,176,"American Stout",16,"Spiteful Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","312 Urban Pale Ale",2202,0.054,30,89,"American Pale Ale (APA)",12,"Goose Island Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Spiteful IPA",1819,0.062,0,176,"American IPA",12,"Spiteful Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Ghost Bike Pale Ale",1820,0.073,0,176,"American Pale Ale (APA)",16,"Spiteful Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","312 Urban Wheat Ale (2012)",581,0.042,20,89,"American Pale Wheat Ale",12,"Goose Island Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Goose Island India Pale Ale",2198,0.059,55,197,"American IPA",12,"Goose Island Brewery Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Over Ale",352,0.06,0,328,"American Brown Ale",16,"Half Acre Beer Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Weissenheimer",2550,0.052,16,58,"Hefeweizen",12,"Destihl Brewery","Bloomington","illinois","Illinois",40.4757,-88.9703
"IL","Blood of the Unicorn",2559,0.065,0,53,"American Amber / Red Ale",16,"Pipeworks Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Tripel Deke",2536,0.082,0,65,"Tripel",24,"SlapShot Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Monkey Dancing On A Razor Blade",2537,0.085,0,65,"Belgian IPA",24,"SlapShot Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Anti-Hero IPA",415,0.065,70,45,"American IPA",12,"Revolution Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Here Gose Nothin'",2021,0.05,12,58,"Gose",12,"Destihl Brewery","Bloomington","illinois","Illinois",40.4757,-88.9703
"IL","Working for the Weekend",2135,0.079,0,176,"American Double / Imperial IPA",16,"Spiteful Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IL","Bitter Biker Double IPA",2206,0.096,0,176,"American Double / Imperial IPA",16,"Spiteful Brewing Company","Chicago","illinois","Illinois",41.8375,-87.6866
"IN","Black Exodus",2261,0.077,0,178,"Oatmeal Stout",12,"18th Street Brewery","Gary","indiana","Indiana",41.5905,-87.3473
"IN","Hop Up Offa That Brett (2014)",2085,0.058,20,26,"Belgian Pale Ale",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Sex and Candy",2262,0.075,0,178,"American IPA",12,"18th Street Brewery","Gary","indiana","Indiana",41.5905,-87.3473
"IN","Thai.p.a",2618,0.07,46,21,"American IPA",16,"Bare Hands Brewery","Granger","indiana","Indiana",41.7374,-86.1348
"IN","Sinister",2263,0.09,0,178,"American Double / Imperial IPA",12,"18th Street Brewery","Gary","indiana","Indiana",41.5905,-87.3473
"IN","PV Muckle (2013)",2084,0.083,23,26,"Scotch Ale / Wee Heavy",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Hinchtown Hammer Down",2284,0.05,27,17,"American Blonde Ale",16,"Flat 12 Bierwerks","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Rise of the Phoenix",2264,0.071,0,178,"American IPA",12,"18th Street Brewery","Gary","indiana","Indiana",41.5905,-87.3473
"IN","Honey Kolsch",2217,0.046,15,28,"Kölsch",16,"450 North Brewing Company","Columbus","indiana","Indiana",39.2093,-85.9183
"IN","MCA",2072,0.068,0,25,"American IPA",16,"Burn 'Em Brewing","Michigan City","indiana","Indiana",41.7092,-86.869
"IN","Cowbell",2164,0.054,23,26,"American Porter",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Lake Street Express",2260,0.045,0,178,"American Pale Ale (APA)",12,"18th Street Brewery","Gary","indiana","Indiana",41.5905,-87.3473
"IN","Great Crescent Blonde Ale",1699,0.053,22,166,"American Blonde Ale",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","3:33 Black IPA",2158,0.072,86,25,"American IPA",16,"Burn 'Em Brewing","Michigan City","indiana","Indiana",41.7092,-86.869
"IN","Java Mac",2215,0.054,0,26,"Scottish Ale",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Deflator",2624,0.065,0,17,"Doppelbock",16,"Flat 12 Bierwerks","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Galaxyfest",2603,0.065,0,28,"American IPA",16,"450 North Brewing Company","Columbus","indiana","Indiana",39.2093,-85.9183
"IN","Tip Off",2605,0.052,29,26,"Altbier",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Foreman",2259,0.065,0,178,"American Porter",12,"18th Street Brewery","Gary","indiana","Indiana",41.5905,-87.3473
"IN","Copperhead Amber",2216,0.052,18,28,"Belgian Dark Ale",16,"450 North Brewing Company","Columbus","indiana","Indiana",39.2093,-85.9183
"IN","Great Crescent Mild Ale",439,0.042,26,166,"English Dark Mild Ale",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
"IN","Isis",651,0.091,91,26,"American Double / Imperial IPA",16,"Sun King Brewing Company","Indianapolis","indiana","Indiana",39.7771,-86.1458
"IN","Troll Destroyer",1980,0.085,0,178,"Belgian IPA",12,"18th Street Brewery","Gary","indiana","Indiana",41.5905,-87.3473
"IN","Bitter Bitch",1979,0.061,60,178,"American Pale Ale (APA)",12,"18th Street Brewery","Gary","indiana","Indiana",41.5905,-87.3473
"IN","Great Crescent Dark Lager",440,0.057,23,166,"Euro Dark Lager",16,"Great Crescent Brewery","Aurora","indiana","Indiana",39.0674,-84.9044
